Loyalty Number,Persona,CLV,Churn_Probability,Retention_Action,Flights_Last_12M,Recency_Flights,Net_Points_History,Tenure_Months,BDS_Score,Churn_Target,Churn_Type
522618,Active Leisure,6464.42,0.033882327,Seasonal Flight Promos & Partner Hotel Deals,25,2.0065789473684212,40855.0,37,0.0712719298245614,0,Active
583227,Active Leisure,6465.22,0.016569339,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,48956.0,29,0.33129968686300626,0,Active
857878,Loyal Champions,7951.78,0.08940296,VIP Lounge Access & Exclusive Partner Perks,6,2.0065789473684212,13453.5,4,0.33344298245614035,0,Active
153998,Loyal Champions,8012.37,0.15051283,VIP Lounge Access & Exclusive Partner Perks,3,3.0263157894736845,5613.0,2,0.35043859649122805,0,Active
790450,Active Leisure,6470.54,0.023262946,Seasonal Flight Promos & Partner Hotel Deals,26,1.0197368421052633,40608.0,53,0.11480830090011757,0,Active
650420,Active Leisure,6473.33,0.032006036,Seasonal Flight Promos & Partner Hotel Deals,22,1.0197368421052633,31286.0,22,0.10416666666666666,0,Active
708210,Loyal Champions,6480.68,0.9746729,Milestone Reward Points & Elite Tier Appreciation Gift,14,4.967105263157895,28617.0,68,0.5949561403508772,1,Soft Churn
169129,Active Leisure,6481.38,0.027551517,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,47625.0,29,0.0790844298245614,0,Active
700918,Active Leisure,6503.22,0.01827952,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,37293.0,43,0.44311138955430995,0,Active
307256,Corporate Flyers,6503.4,0.0028706465,Double Miles on Business Routes & Business Class Upgrades,18,1.0197368421052633,26856.0,68,0.3169956140350877,0,Active
378857,Corporate Flyers,6503.4,0.032769747,Double Miles on Business Routes & Business Class Upgrades,29,1.0197368421052633,55639.0,42,0.0918311403508772,0,Active
448136,Corporate Flyers,6503.4,0.026568992,Double Miles on Business Routes & Business Class Upgrades,30,1.0197368421052633,67394.0,46,0.2662071343372596,0,Active
791978,Corporate Flyers,6503.4,0.02442852,Double Miles on Business Routes & Business Class Upgrades,15,1.0197368421052633,41815.0,17,0.3169956140350877,0,Active
274817,Loyal Champions,6511.1,0.02409135,VIP Lounge Access & Exclusive Partner Perks,15,1.0197368421052633,31083.0,46,0.029742324561403514,0,Active
584463,Loyal Champions,6516.21,0.0072848075,VIP Lounge Access & Exclusive Partner Perks,14,2.0065789473684212,31325.0,56,0.33112662012976785,0,Active
159800,At-Risk Elites,6521.37,0.9932573,Priority Reactivation Concierge & Status Extension,0,14.013157894736842,12639.0,72,0.8335526315789474,1,Soft Churn
160773,Loyal Champions,6521.37,0.9878697,Milestone Reward Points & Elite Tier Appreciation Gift,23,3.947368421052632,58028.0,31,0.6657894736842105,1,Soft Churn
496014,Loyal Champions,6521.37,0.9820832,Milestone Reward Points & Elite Tier Appreciation Gift,18,2.0065789473684212,49923.0,70,0.5751609962292465,1,Soft Churn
623222,Active Leisure,6521.37,0.01954652,Seasonal Flight Promos & Partner Hotel Deals,21,1.0197368421052633,28982.0,42,0.2353949291091913,1,Hard Churn
270266,Loyal Champions,6535.56,0.027324107,VIP Lounge Access & Exclusive Partner Perks,14,2.0065789473684212,27789.0,44,0.33344298245614035,0,Active
791282,At-Risk Elites,8093.9,0.99299663,Priority Reactivation Concierge & Status Extension,0,24.0,0.0,3,1.0,1,Hard Churn
777561,Active Leisure,6552.4,0.028607765,Seasonal Flight Promos & Partner Hotel Deals,24,1.0197368421052633,60940.0,25,0.12753873342940514,0,Active
731540,Corporate Flyers,6554.22,0.002642026,Double Miles on Business Routes & Business Class Upgrades,18,1.0197368421052633,27115.0,74,0.3169956140350877,0,Active
455319,Corporate Flyers,6555.36,0.031754274,Double Miles on Business Routes & Business Class Upgrades,20,2.0065789473684212,39147.0,29,0.33344298245614035,0,Active
318199,Loyal Champions,6563.64,0.019878726,VIP Lounge Access & Exclusive Partner Perks,13,1.0197368421052633,26803.0,53,0.06633771929824561,0,Active
637396,Active Leisure,6570.97,0.010176697,Seasonal Flight Promos & Partner Hotel Deals,24,1.0197368421052633,53532.0,67,0.41958815680038675,0,Active
663133,Active Leisure,6575.54,0.01933412,Seasonal Flight Promos & Partner Hotel Deals,18,1.0197368421052633,44518.0,48,0.47125264712468984,0,Active
678722,Loyal Champions,6582.29,0.06280717,VIP Lounge Access & Exclusive Partner Perks,14,1.0197368421052633,17598.0,10,0.5149840218086983,0,Active
470998,At-Risk Elites,6608.17,0.9932573,Priority Reactivation Concierge & Status Extension,0,24.0,0.0,5,1.0,1,Soft Churn
356618,Active Leisure,6612.62,0.021087587,Seasonal Flight Promos & Partner Hotel Deals,30,1.0197368421052633,53561.0,51,0.042077850877192985,0,Active
934893,Active Leisure,6618.02,0.022164341,Seasonal Flight Promos & Partner Hotel Deals,24,1.0197368421052633,55213.0,56,0.3169956140350877,0,Active
491369,Loyal Champions,6620.44,0.978564,Milestone Reward Points & Elite Tier Appreciation Gift,15,3.947368421052632,41187.0,42,0.5537006578947368,1,Soft Churn
736504,Active Leisure,6631.67,0.0027848314,Seasonal Flight Promos & Partner Hotel Deals,37,1.0197368421052633,94523.0,69,0.17590626789676067,0,Active
950336,Loyal Champions,6631.67,0.030943077,VIP Lounge Access & Exclusive Partner Perks,13,1.0197368421052633,23005.0,20,0.49397934986554604,0,Active
721786,Loyal Champions,6645.93,0.054397896,VIP Lounge Access & Exclusive Partner Perks,13,4.967105263157895,26168.0,17,0.44487390350877193,0,Active
344570,Loyal Champions,6647.85,0.12234803,VIP Lounge Access & Exclusive Partner Perks,3,1.0197368421052633,5385.0,8,0.3169956140350877,0,Active
197192,Active Leisure,6656.2,0.012876354,Seasonal Flight Promos & Partner Hotel Deals,21,2.0065789473684212,41369.0,18,0.13714779189352694,0,Active
711864,Loyal Champions,6661.18,0.026834752,VIP Lounge Access & Exclusive Partner Perks,13,2.0065789473684212,32655.0,49,0.49017907767243696,0,Active
576051,Active Leisure,6661.74,0.0025811915,Seasonal Flight Promos & Partner Hotel Deals,24,1.0197368421052633,45894.0,63,0.11691337719298248,0,Active
272551,Loyal Champions,6670.85,0.113067806,VIP Lounge Access & Exclusive Partner Perks,9,1.0197368421052633,16599.0,6,0.3169956140350877,1,Hard Churn
730008,Ghost Members,6676.73,0.9932573,Remove from Marketing Lists (Do Not Target),0,24.0,0.0,69,1.0,1,Soft Churn
313708,Loyal Champions,6678.9,0.21255924,Milestone Reward Points & Elite Tier Appreciation Gift,5,2.0065789473684212,8256.0,6,0.05852521929824561,0,Active
502023,Loyal Champions,6685.07,0.9866383,Milestone Reward Points & Elite Tier Appreciation Gift,10,5.986842105263158,23778.0,73,0.699780701754386,1,Soft Churn
713039,Loyal Champions,6685.8,0.13893521,VIP Lounge Access & Exclusive Partner Perks,4,1.0197368421052633,4146.0,8,0.3169956140350877,0,Active
937476,Active Leisure,6686.13,0.021289026,Seasonal Flight Promos & Partner Hotel Deals,22,2.0065789473684212,36244.0,29,0.2686786032781411,0,Active
792332,Active Leisure,6687.59,0.0030839047,Seasonal Flight Promos & Partner Hotel Deals,27,1.0197368421052633,50559.0,72,0.12924890350877194,0,Active
857516,Loyal Champions,6688.86,0.024150832,VIP Lounge Access & Exclusive Partner Perks,11,2.0065789473684212,33966.0,55,0.2691143296674522,0,Active
180216,Loyal Champions,6689.02,0.9779488,Milestone Reward Points & Elite Tier Appreciation Gift,19,2.0065789473684212,40138.0,31,0.5779744194283445,1,Soft Churn
301793,Loyal Champions,6689.02,0.98602724,Milestone Reward Points & Elite Tier Appreciation Gift,18,4.967105263157895,41209.0,71,0.6827850877192982,1,Soft Churn
802196,Active Leisure,6689.02,0.025575195,Seasonal Flight Promos & Partner Hotel Deals,21,2.0065789473684212,36818.0,33,0.15844298245614036,0,Active
465095,Loyal Champions,6692.14,0.13122758,VIP Lounge Access & Exclusive Partner Perks,5,1.0197368421052633,7401.0,7,0.3169956140350877,0,Active
639117,Active Leisure,6692.14,0.026546601,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,37124.0,17,0.03779241400684178,0,Active
942779,Loyal Champions,6696.9,0.024145765,VIP Lounge Access & Exclusive Partner Perks,14,1.0197368421052633,32895.0,39,0.07879250303758617,0,Active
151554,Corporate Flyers,6698.97,0.029642984,Double Miles on Business Routes & Business Class Upgrades,10,1.0197368421052633,28762.0,20,0.12924890350877194,0,Active
290091,Corporate Flyers,6698.97,0.037062984,Double Miles on Business Routes & Business Class Upgrades,16,3.0263157894736845,38383.0,23,0.2390123734407126,0,Active
280216,Active Leisure,6699.28,0.03233493,Seasonal Flight Promos & Partner Hotel Deals,18,1.0197368421052633,19742.0,11,0.06633771929824561,0,Active
499482,Loyal Champions,8131.78,0.12727758,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,12006.0,3,0.3169956140350877,0,Active
744711,Loyal Champions,8150.57,0.17032571,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,26676.0,2,0.3169956140350877,0,Active
475233,Loyal Champions,6715.29,0.018334512,VIP Lounge Access & Exclusive Partner Perks,16,1.0197368421052633,29353.0,57,0.0790844298245614,0,Active
715184,Loyal Champions,6715.29,0.033429693,VIP Lounge Access & Exclusive Partner Perks,8,1.0197368421052633,11356.0,9,0.3169956140350877,0,Active
775768,Active Leisure,6715.59,0.0029512683,Seasonal Flight Promos & Partner Hotel Deals,52,1.0197368421052633,104543.0,72,0.0790844298245614,0,Active
474305,Active Leisure,6721.89,0.0020835695,Seasonal Flight Promos & Partner Hotel Deals,32,1.0197368421052633,48879.0,65,0.0790844298245614,0,Active
583565,Active Leisure,6722.7,0.005738024,Seasonal Flight Promos & Partner Hotel Deals,28,3.0263157894736845,62812.0,71,0.25630446739813706,0,Active
907038,Loyal Champions,6725.04,0.0927369,VIP Lounge Access & Exclusive Partner Perks,5,1.0197368421052633,6748.0,6,0.09503912541900658,0,Active
204375,Loyal Champions,6727.62,0.024766654,VIP Lounge Access & Exclusive Partner Perks,10,1.0197368421052633,14721.0,44,0.3169956140350877,0,Active
788515,Loyal Champions,6729.87,0.021614661,VIP Lounge Access & Exclusive Partner Perks,15,1.0197368421052633,28997.0,25,0.11691337719298248,0,Active
580508,Active Leisure,6731.05,0.07499486,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,41040.0,1,0.029742324561403514,0,Active
926106,Active Leisure,6732.2,0.024481744,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,31781.0,55,0.18287101405372938,0,Active
531976,Loyal Champions,6732.97,0.023357242,VIP Lounge Access & Exclusive Partner Perks,16,2.0065789473684212,33450.0,42,0.35405447440158244,0,Active
246421,Loyal Champions,8161.58,0.1016647,VIP Lounge Access & Exclusive Partner Perks,8,1.0197368421052633,6408.0,2,0.3169956140350877,0,Active
899287,Active Leisure,6743.12,0.027551517,Seasonal Flight Promos & Partner Hotel Deals,18,1.0197368421052633,34157.0,14,0.3169956140350877,0,Active
642901,Loyal Champions,6745.25,0.02567335,VIP Lounge Access & Exclusive Partner Perks,14,3.0263157894736845,30613.0,18,0.20499227770448497,0,Active
164224,Loyal Champions,8324.23,0.14710335,VIP Lounge Access & Exclusive Partner Perks,2,2.0065789473684212,6276.0,4,0.33344298245614035,0,Active
658310,Loyal Champions,6746.43,0.019604487,VIP Lounge Access & Exclusive Partner Perks,14,1.0197368421052633,26271.0,58,0.3169956140350877,0,Active
267474,Loyal Champions,6748.23,0.024005221,VIP Lounge Access & Exclusive Partner Perks,7,1.0197368421052633,17395.0,49,0.3539819154049507,0,Active
822555,Active Leisure,6751.44,0.002529371,Seasonal Flight Promos & Partner Hotel Deals,22,1.0197368421052633,57632.0,62,0.12945391773352302,0,Active
675057,Loyal Champions,6753.43,0.98417574,Milestone Reward Points & Elite Tier Appreciation Gift,22,2.0065789473684212,49895.0,63,0.6087479853219391,1,Soft Churn
849330,Active Leisure,6753.43,0.003956463,Seasonal Flight Promos & Partner Hotel Deals,20,2.0065789473684212,52819.0,66,0.33344298245614035,0,Active
796541,Loyal Champions,6755.08,0.015072551,VIP Lounge Access & Exclusive Partner Perks,14,1.0197368421052633,25747.0,23,0.2730291260012492,0,Active
183224,Loyal Champions,6756.06,0.026819685,VIP Lounge Access & Exclusive Partner Perks,16,1.0197368421052633,46254.0,43,0.3169956140350877,0,Active
283709,Loyal Champions,6756.06,0.030622669,VIP Lounge Access & Exclusive Partner Perks,13,2.0065789473684212,25131.0,9,0.10827850877192982,0,Active
845488,Loyal Champions,6758.81,0.030640027,VIP Lounge Access & Exclusive Partner Perks,9,3.947368421052632,11225.0,10,0.4529605263157895,0,Active
337818,Active Leisure,6762.08,0.026280442,Seasonal Flight Promos & Partner Hotel Deals,31,1.0197368421052633,53143.0,44,0.06916888944740733,0,Active
271043,Active Leisure,6765.8,0.016801568,Seasonal Flight Promos & Partner Hotel Deals,19,5.986842105263158,35184.0,44,0.5498629385964913,0,Active
734727,Active Leisure,6778.84,0.02994331,Seasonal Flight Promos & Partner Hotel Deals,29,1.0197368421052633,51917.0,35,0.042077850877192985,0,Active
939103,Active Leisure,6788.08,0.047667455,Seasonal Flight Promos & Partner Hotel Deals,26,2.0065789473684212,25230.0,18,0.05852521929824561,0,Active
981434,Active Leisure,6796.84,0.0023973319,Seasonal Flight Promos & Partner Hotel Deals,21,1.0197368421052633,33644.0,65,0.44473368767920163,0,Active
939319,Active Leisure,6798.27,0.0026389882,Seasonal Flight Promos & Partner Hotel Deals,25,1.0197368421052633,50922.0,64,0.0918311403508772,0,Active
211524,Loyal Champions,6803.6,0.09211932,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,17573.0,5,0.042077850877192985,0,Active
404920,Loyal Champions,6803.62,0.028315846,VIP Lounge Access & Exclusive Partner Perks,15,2.0065789473684212,21972.0,23,0.26134786593349046,0,Active
380059,Active Leisure,6806.49,0.0204848,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,42645.0,57,0.029742324561403514,0,Active
159680,Active Leisure,6811.58,0.03162006,Seasonal Flight Promos & Partner Hotel Deals,30,1.0197368421052633,64581.0,32,0.0790844298245614,0,Active
109612,Loyal Champions,6827.18,0.038547482,VIP Lounge Access & Exclusive Partner Perks,16,1.0197368421052633,28624.0,9,0.3169956140350877,1,Hard Churn
703621,Loyal Champions,6827.18,0.024451606,VIP Lounge Access & Exclusive Partner Perks,10,1.0197368421052633,27261.0,47,0.042077850877192985,0,Active
708160,Active Leisure,6843.85,0.03333687,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,36899.0,36,0.15474232456140352,0,Active
127185,Loyal Champions,6846.15,0.9850692,Milestone Reward Points & Elite Tier Appreciation Gift,19,2.0065789473684212,37253.0,23,0.5863190390048725,1,Soft Churn
318945,Loyal Champions,6846.15,0.026895443,VIP Lounge Access & Exclusive Partner Perks,16,3.947368421052632,26417.0,24,0.5158717105263158,0,Active
157300,Loyal Champions,8617.55,0.08928713,VIP Lounge Access & Exclusive Partner Perks,11,1.0197368421052633,30730.5,3,0.3169956140350877,1,Hard Churn
408990,Active Leisure,6852.0,0.017328419,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,28362.0,59,0.20490679824561406,0,Active
730715,Active Leisure,6852.36,0.019540062,Seasonal Flight Promos & Partner Hotel Deals,24,1.0197368421052633,54056.0,41,0.3083409299461679,0,Active
967241,Active Leisure,6857.52,0.019673917,Seasonal Flight Promos & Partner Hotel Deals,21,1.0197368421052633,47176.0,43,0.23518091265683352,0,Active
314713,Loyal Champions,6860.59,0.026967453,VIP Lounge Access & Exclusive Partner Perks,9,2.0065789473684212,17363.0,10,0.09553179824561403,0,Active
207576,Active Leisure,6862.51,0.0023376758,Seasonal Flight Promos & Partner Hotel Deals,22,1.0197368421052633,50772.0,73,0.029742324561403514,0,Active
511226,Loyal Champions,8622.84,0.061347686,VIP Lounge Access & Exclusive Partner Perks,4,1.0197368421052633,7049.0,3,0.029742324561403514,0,Active
392206,Active Leisure,6869.19,0.003299175,Seasonal Flight Promos & Partner Hotel Deals,21,1.0197368421052633,42583.0,66,0.4983989781026047,0,Active
462833,Active Leisure,6871.97,0.014596482,Seasonal Flight Promos & Partner Hotel Deals,24,1.0197368421052633,36205.0,26,0.04970650433416895,0,Active
971097,Active Leisure,6872.04,0.031785678,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,35962.0,44,0.0790844298245614,0,Active
338346,Loyal Champions,6875.61,0.022184089,VIP Lounge Access & Exclusive Partner Perks,14,2.0065789473684212,22300.0,45,0.13362590811897684,0,Active
550173,Loyal Champions,6876.31,0.02481041,VIP Lounge Access & Exclusive Partner Perks,14,2.0065789473684212,20958.0,32,0.1835252192982456,0,Active
354442,Loyal Champions,6880.47,0.043459978,VIP Lounge Access & Exclusive Partner Perks,13,1.0197368421052633,22490.0,17,0.08468584152032553,0,Active
410373,Ghost Members,6880.63,0.9932573,Remove from Marketing Lists (Do Not Target),0,24.0,0.0,65,1.0,1,Soft Churn
884505,Active Leisure,6880.63,0.030818673,Seasonal Flight Promos & Partner Hotel Deals,30,2.0065789473684212,40955.0,14,0.33344298245614035,0,Active
723707,New Members (Onboarding),6883.69,0.9932573,Welcome Miles Bonus & First Flight Discount Voucher,0,24.0,0.0,1,1.0,1,Soft Churn
795820,Loyal Champions,6889.1,0.025359318,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,28315.0,17,0.39901968818683037,0,Active
586076,At-Risk Elites,8712.16,0.9932573,Priority Reactivation Concierge & Status Extension,0,24.0,0.0,4,1.0,1,Soft Churn
449084,Active Leisure,6897.51,0.003959751,Seasonal Flight Promos & Partner Hotel Deals,18,2.0065789473684212,52187.0,73,0.26480917362248046,0,Active
489549,Loyal Champions,6897.51,0.1050284,VIP Lounge Access & Exclusive Partner Perks,1,2.0065789473684212,1121.0,5,0.33344298245614035,1,Hard Churn
530613,Active Leisure,6903.95,0.02601886,Seasonal Flight Promos & Partner Hotel Deals,17,1.0197368421052633,27697.0,37,0.3169956140350877,0,Active
293685,Loyal Champions,6906.2,0.045929577,VIP Lounge Access & Exclusive Partner Perks,8,1.0197368421052633,13375.0,21,0.029742324561403514,0,Active
213979,Active Leisure,6907.55,0.0042252126,Seasonal Flight Promos & Partner Hotel Deals,17,2.0065789473684212,32751.0,69,0.1962719298245614,0,Active
442980,Active Leisure,6912.04,0.02496532,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,32886.0,21,0.042077850877192985,0,Active
438383,Active Leisure,6913.57,0.04692578,Seasonal Flight Promos & Partner Hotel Deals,17,1.0197368421052633,29467.0,9,0.3169956140350877,0,Active
932453,Loyal Champions,6925.18,0.9860595,Milestone Reward Points & Elite Tier Appreciation Gift,8,6.973684210526316,28029.0,39,0.7162280701754387,1,Soft Churn
153953,Loyal Champions,6930.63,0.15360083,VIP Lounge Access & Exclusive Partner Perks,4,2.0065789473684212,4162.0,6,0.0712719298245614,0,Active
137999,Active Leisure,6938.87,0.002487599,Seasonal Flight Promos & Partner Hotel Deals,21,1.0197368421052633,47441.0,71,0.054824561403508776,0,Active
771943,Active Leisure,6940.97,0.019689916,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,36424.0,47,0.29133475552499355,0,Active
523188,Loyal Champions,8714.92,0.16779828,VIP Lounge Access & Exclusive Partner Perks,13,1.0197368421052633,19062.0,3,0.3169956140350877,0,Active
281328,Corporate Flyers,6943.56,0.029944565,Double Miles on Business Routes & Business Class Upgrades,8,1.0197368421052633,28738.0,57,0.14071552952602479,0,Active
784271,Corporate Flyers,6943.56,0.028894272,Double Miles on Business Routes & Business Class Upgrades,6,2.0065789473684212,29528.0,43,0.17118969298245615,0,Active
983242,Active Leisure,6948.33,0.009714475,Seasonal Flight Promos & Partner Hotel Deals,27,2.0065789473684212,59687.0,64,0.30969882800378157,0,Active
714206,Active Leisure,6950.1,0.022663025,Seasonal Flight Promos & Partner Hotel Deals,21,1.0197368421052633,41004.0,56,0.0790844298245614,0,Active
279468,Active Leisure,6961.95,0.022565352,Seasonal Flight Promos & Partner Hotel Deals,38,2.0065789473684212,61519.0,16,0.46531046161226586,0,Active
760166,Active Leisure,6961.95,0.03950524,Seasonal Flight Promos & Partner Hotel Deals,21,1.0197368421052633,31175.0,12,0.0790844298245614,0,Active
616667,Corporate Flyers,6966.32,0.982239,Double Miles on Business Routes & Business Class Upgrades,14,2.0065789473684212,25916.0,51,0.5850016167955763,1,Soft Churn
881818,Active Leisure,6966.69,0.023723954,Seasonal Flight Promos & Partner Hotel Deals,20,1.0197368421052633,33971.0,11,0.1580143606342534,0,Active
677963,Corporate Flyers,6974.92,0.039564762,Double Miles on Business Routes & Business Class Upgrades,14,3.0263157894736845,25354.0,33,0.36964707227077653,0,Active
944454,Loyal Champions,6980.33,0.15273827,VIP Lounge Access & Exclusive Partner Perks,5,1.0197368421052633,7274.0,5,0.3169956140350877,0,Active
932270,Active Leisure,6986.6,0.0071349144,Seasonal Flight Promos & Partner Hotel Deals,26,3.947368421052632,45257.0,63,0.440625,0,Active
133065,Loyal Champions,6990.92,0.03272732,VIP Lounge Access & Exclusive Partner Perks,15,3.0263157894736845,31731.0,44,0.32381305839079566,0,Active
959977,Loyal Champions,9453.0,0.18178746,VIP Lounge Access & Exclusive Partner Perks,15,1.0197368421052633,47468.5,3,0.042077850877192985,0,Active
270730,Active Leisure,6992.53,0.0077197757,Seasonal Flight Promos & Partner Hotel Deals,18,3.947368421052632,52215.0,68,0.4151315789473684,0,Active
181852,Active Leisure,6993.38,0.019979358,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,40545.0,20,0.2424217700295597,0,Active
321457,Loyal Champions,6997.83,0.038461976,VIP Lounge Access & Exclusive Partner Perks,14,1.0197368421052633,27053.0,29,0.4616814902750499,0,Active
992986,Active Leisure,7017.15,0.028269839,Seasonal Flight Promos & Partner Hotel Deals,17,1.0197368421052633,27724.0,14,0.0790844298245614,0,Active
215952,Loyal Champions,7019.18,0.0032784736,VIP Lounge Access & Exclusive Partner Perks,9,1.0197368421052633,19182.0,70,0.11691337719298248,0,Active
662973,Loyal Champions,7019.18,0.022297597,VIP Lounge Access & Exclusive Partner Perks,15,1.0197368421052633,39803.0,38,0.193409411593307,0,Active
800450,Active Leisure,7019.18,0.03590879,Seasonal Flight Promos & Partner Hotel Deals,26,1.0197368421052633,65275.0,18,0.3169956140350877,0,Active
926494,Loyal Champions,7019.18,0.023383735,VIP Lounge Access & Exclusive Partner Perks,16,1.0197368421052633,29727.0,31,0.042077850877192985,0,Active
672649,Loyal Champions,10390.67,0.10981088,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,40914.0,3,0.3169956140350877,0,Active
552364,Loyal Champions,7027.76,0.024024522,VIP Lounge Access & Exclusive Partner Perks,11,2.0065789473684212,16512.0,21,0.05852521929824561,0,Active
428922,Active Leisure,7031.46,0.03539807,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,34422.0,49,0.0918311403508772,0,Active
399973,Loyal Champions,7031.79,0.020275528,VIP Lounge Access & Exclusive Partner Perks,14,2.0065789473684212,39165.0,56,0.14569627192982457,0,Active
563386,Loyal Champions,7035.53,0.10044188,VIP Lounge Access & Exclusive Partner Perks,10,1.0197368421052633,13565.0,8,0.3169956140350877,0,Active
814067,Active Leisure,7035.53,0.002480595,Seasonal Flight Promos & Partner Hotel Deals,29,1.0197368421052633,45512.0,67,0.3961986457300808,0,Active
592145,Active Leisure,7035.76,0.027727604,Seasonal Flight Promos & Partner Hotel Deals,22,1.0197368421052633,34066.0,41,0.0918311403508772,0,Active
559622,Active Leisure,7039.26,0.02889955,Seasonal Flight Promos & Partner Hotel Deals,25,1.0197368421052633,43923.0,31,0.029742324561403514,0,Active
680569,Active Leisure,7046.48,0.02090394,Seasonal Flight Promos & Partner Hotel Deals,22,2.0065789473684212,60014.0,30,0.3159983375778155,0,Active
894532,New Members (Onboarding),10392.96,0.9932573,Welcome Miles Bonus & First Flight Discount Voucher,0,24.0,0.0,2,1.0,1,Soft Churn
146086,Active Leisure,7057.46,0.029922893,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,34540.0,31,0.26895338582793965,0,Active
580341,Loyal Champions,7057.89,0.024196012,VIP Lounge Access & Exclusive Partner Perks,16,1.0197368421052633,40349.0,50,0.19216008771929827,0,Active
526349,Loyal Champions,7069.74,0.0024903244,VIP Lounge Access & Exclusive Partner Perks,15,1.0197368421052633,23768.0,70,0.054824561403508776,0,Active
262351,Loyal Champions,7072.93,0.04584096,VIP Lounge Access & Exclusive Partner Perks,1,1.0197368421052633,180.0,7,0.029742324561403514,0,Active
458745,At-Risk Elites,11926.75,0.9863261,Priority Reactivation Concierge & Status Extension,0,24.0,-423.0,3,0.7250822368421053,1,Hard Churn
543852,Loyal Champions,7074.4,0.024218166,VIP Lounge Access & Exclusive Partner Perks,10,2.0065789473684212,45477.0,51,0.09714402682865868,0,Active
350059,Loyal Champions,7076.65,0.086540766,VIP Lounge Access & Exclusive Partner Perks,11,3.0263157894736845,17464.0,7,0.35043859649122805,1,Hard Churn
486776,Corporate Flyers,7080.13,0.036873404,Double Miles on Business Routes & Business Class Upgrades,10,3.0263157894736845,22152.0,53,0.1685803384707905,0,Active
611247,Ghost Members,7081.69,0.9932573,Remove from Marketing Lists (Do Not Target),0,24.0,0.0,70,1.0,1,Soft Churn
251095,Active Leisure,7082.83,0.022440322,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,43206.0,19,0.17561400695683888,0,Active
242812,Active Leisure,7083.64,0.024638532,Seasonal Flight Promos & Partner Hotel Deals,25,1.0197368421052633,61765.0,34,0.18307771123189204,0,Active
822727,Active Leisure,7086.18,0.03841283,Seasonal Flight Promos & Partner Hotel Deals,28,1.0197368421052633,59460.0,31,0.11691337719298248,1,Hard Churn
526344,Loyal Champions,7089.68,0.09371393,VIP Lounge Access & Exclusive Partner Perks,6,1.0197368421052633,9966.0,5,0.042077850877192985,0,Active
870522,Active Leisure,7089.68,0.028483482,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,41919.0,25,0.12924890350877194,0,Active
337925,Loyal Champions,7090.47,0.169555,VIP Lounge Access & Exclusive Partner Perks,14,2.0065789473684212,25048.0,46,0.5479715134152662,0,Active
507555,Active Leisure,7094.17,0.033399038,Seasonal Flight Promos & Partner Hotel Deals,24,1.0197368421052633,46198.0,51,0.10323053217273073,0,Active
201273,Active Leisure,12516.92,0.17944893,Seasonal Flight Promos & Partner Hotel Deals,20,1.0197368421052633,52440.0,2,0.3169956140350877,0,Active
956558,Loyal Champions,7107.66,0.11654579,VIP Lounge Access & Exclusive Partner Perks,12,1.0197368421052633,19734.0,5,0.3169956140350877,0,Active
966580,Active Leisure,7109.3,0.023603188,Seasonal Flight Promos & Partner Hotel Deals,19,1.0197368421052633,32089.0,30,0.06633771929824561,0,Active
462993,Loyal Champions,7122.27,0.01805258,VIP Lounge Access & Exclusive Partner Perks,13,2.0065789473684212,30821.0,55,0.04618969298245614,0,Active
601027,Active Leisure,7122.27,0.035195198,Seasonal Flight Promos & Partner Hotel Deals,23,2.0065789473684212,56395.0,45,0.4356429021670998,0,Active
266536,Loyal Champions,7123.08,0.059427835,VIP Lounge Access & Exclusive Partner Perks,8,1.0197368421052633,23270.0,32,0.48143521043541493,0,Active
184035,Loyal Champions,7143.04,0.021639206,VIP Lounge Access & Exclusive Partner Perks,9,3.0263157894736845,29731.0,47,0.35043859649122805,0,Active
632398,Active Leisure,7143.04,0.021922903,Seasonal Flight Promos & Partner Hotel Deals,23,1.0197368421052633,32043.0,58,0.2595646172361908,0,Active
